PSCID,PSC_Description
AR57,R&D-SPACE & TERRESTRIAL-COMERCLIZ
AR61,R&D-SPACE STATION-B RES
AR62,R&D- SPACE: STATION (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AR63,R&D-SPACE STATION-ADV DEV
AR64,R&D-SPACE STATION-ENG DEV
AR65,R&D-SPACE STATION-OPSY DEV
AR66,R&D- SPACE: STATION (MANAGEMENT/SUPPORT)
AR67,R&D- SPACE: STATION (COMMERCIALIZED)
AR71,R&D-COMMERCIAL PROGRAMS-B RES
AR72,R&D-COMMERCIAL PROGRAMS A RES/EXP D
AR73,R&D- SPACE: COMMERCIAL PROGRAMS (ADVANCED DEVELOPMENT)
AR74,R&D-COMMERCIAL PROGRAMS-ENG DEV
AR75,R&D-COMMERCIAL PROGRAMS-OPSY DEV
AR76,R&D- SPACE: COMMERCIAL PROGRAMS (MANAGEMENT/SUPPORT)
AR77,R&D- SPACE: COMMERCIAL PROGRAMS (COMMERCIALIZED)
AR90,R&D-OTHER SPACE
AR91,R&D-OTHER SPACE-B RES
AR92,R&D- SPACE: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AR93,R&D- SPACE: OTHER (ADVANCED DEVELOPMENT)
AR94,R&D-OTHER SPACE-ENG DEV
AR95,R&D-OTHER SPACE-OPSY DEV
AR96,R&D- SPACE: OTHER (MANAGEMENT/SUPPORT)
AR97,R&D- SPACE: OTHER (COMMERCIALIZED)
AS10,R&D-TRANS-AIR
AS11,AIR TRANSPORTATION (BASIC)
AS12,R&D- MODAL TRANSPORTATION: AIR (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AS13,AIR TRANSPORTATION (ADVANCED)
AS14,AIR TRANSPORTATION (ENGINEERING)
AS15,AIR TRANSPORTATION (OPERATIONAL)
AS16,R&D-TRANS-AIR-MGMT SUP
AS17,R&D- MODAL TRANSPORTATION: AIR (COMMERCIALIZED)
AS20,R&D-TRANS- MOTOR VEH
AS21,R&D- MODAL TRANSPORTATION: SURFACE MOTOR VEHICLES (BASIC RESEARCH)
AS22,R&D-TRANS- MOTOR VEH-A RES/EXPL DEV
AS23,R&D- MODAL TRANSPORTATION: SURFACE MOTOR VEHICLES (ADVANCED DEVELOPMENT)
AS24,R&D-TRANS- MOTOR VEH-ENG DEV
AS25,R&D-TRANS- MOTOR VEH-OPSY DEV
AS26,R&D-TRANS- MOTOR VEH-MGMT SUP
AS27,R&D-TRANS- MOTOR VEH-COMERCLIZ
AS30,R&D-TRANS-RAIL
AS31,RAIL TRANSPORTATION (BASIC)
AS32,R&D-TRANS-RAIL-A RES/EXPL DEV
AS33,RAIL TRANSPORTATION (ADVANCED)
AS34,RAIL TRANSPORTATION (ENGINEERING)
AS35,RAIL TRANSPORTATION (OPERATIONAL)
AS36,R&D-TRANS-RAIL-MGMT SUP
AS37,R&D-TRANS-RAIL-COMERCLIZ
AS40,R&D-TRANS-MARINE
AS41,R&D- MODAL TRANSPORTATION: MARINE (BASIC RESEARCH)
AS42,R&D-TRANS-MARINE-A RES/EXPL DEV
AS43,MARINE TRANSPORTATION (ADVANCED)
AS44,R&D- MODAL TRANSPORTATION: MARINE (ENGINEERING DEVELOPMENT)
AS45,MARINE TRANSPORTATION (OPERATIONAL)
AS46,R&D-TRANS-MARINE-MGMT SUP
AS47,R&D-TRANS-MARINE-COMERCLIZ
AS90,R&D-OTHER MODAL TRANS
AS91,R&D- MODAL TRANSPORTATION: OTHER MODAL (BASIC RESEARCH)
AS92,R&D-OTHER MODAL TRANS-A RES/EXPL DE
AS93,R&D- MODAL TRANSPORTATION: OTHER MODAL (ADVANCED DEVELOPMENT)
AS94,R&D- MODAL TRANSPORTATION: OTHER MODAL (ENGINEERING DEVELOPMENT)
AS95,R&D- MODAL TRANSPORTATION: OTHER MODAL (OPERATIONAL SYSTEMS DEVELOPMENT)
AS96,R&D- MODAL TRANSPORTATION: OTHER MODAL (MANAGEMENT/SUPPORT)
AS97,R&D-OTHER MODAL TRANS-COMERCLIZ
AT10,R&D-TRANS-ROADS-BRIDGES
AT11,R&D-TRANS-ROADS-BRIDGES-B RES
AT12,"R&D- OTHER TRANSPORTATION: HIGHWAYS, ROADS, AND BRIDGES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)"
AT13,R&D-TRANS-ROADS-BRIDGES-ADV DEV
AT14,"R&D- OTHER TRANSPORTATION: HIGHWAYS, ROADS, AND BRIDGES (ENGINEERING DEVELOPMENT)"
AT15,"R&D- OTHER TRANSPORTATION: HIGHWAYS, ROADS, AND BRIDGES (OPERATIONAL SYSTEMS DEVELOPMENT)"
AT16,R&D-TRANS-ROADS-BRIDGES-MGMT SUP
AT17,"R&D- OTHER TRANSPORTATION: HIGHWAYS, ROADS, AND BRIDGES (COMMERCIALIZED)"
AT20,R&D-TRANS-HUMAN FACTORS
AT21,R&D- OTHER TRANSPORTATION: HUMAN FACTORS CONCERNING TRANSPORTATION (BASIC RESEARCH)
AT22,R&D-TRANS-HUMAN FACTORS-A RES/EXPL
AT23,R&D-TRANS-HUMAN FACTORS-ADV DEV
AT24,R&D- OTHER TRANSPORTATION: HUMAN FACTORS CONCERNING TRANSPORTATION (ENGINEERING DEVELOPMENT)
AT25,R&D-TRANS-HUMAN FACTORS-OPSY DEV
AT26,R&D-TRANS-HUMAN FACTORS-MGMT SUP
AT27,R&D- OTHER TRANSPORTATION: HUMAN FACTORS CONCERNING TRANSPORTATION (COMMERCIALIZED)
AT30,R&D-TRANS-NAVIGATION AIDS
AT31,R&D-TRANS-NAVIGATION AIDS-B RES
AT32,R&D- OTHER TRANSPORTATION: NAVIGATION/NAVIGATIONAL AIDS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AT33,R&D- OTHER TRANSPORTATION: NAVIGATION AND NAVIGATIONAL AIDS (ADVANCED DEVELOPMENT)
AT34,R&D-TRANS-NAVIGATION AIDS-ENG DEV
AT35,R&D- OTHER TRANSPORTATION: NAVIGATION AND NAVIGATIONAL AIDS (OPERATIONAL SYSTEMS DEVELOPMENT)
AT36,R&D- OTHER TRANSPORTATION: NAVIGATION AND NAVIGATIONAL AIDS (MANAGEMENT/SUPPORT)
AT37,R&D-TRANS-NAVIGATION AIDS-COMERCLIZ
AT40,R&D-TRANS-PASS SAFETY
AT41,R&D-TRANS-PASS SAFETY-B RES
AT42,R&D- OTHER TRANSPORTATION: PASSENGER SAFETY AND SECURITY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AT43,R&D-TRANS-PASS SAFETY-ADV DEV
AT44,R&D- OTHER TRANSPORTATION: PASSENGER SAFETY AND SECURITY (ENGINEERING DEVELOPMENT)
AT45,R&D- OTHER TRANSPORTATION: PASSENGER SAFETY AND SECURITY (OPERATIONAL SYSTEMS DEVELOPMENT)
AT46,R&D-TRANS-PASS SAFETY-MGMT SUP
AT47,R&D-TRANS-PASS SAFETY-COMERCLIZ
AT50,R&D-TRANS-PIPELINE SAFETY
AT51,PIPELINE SAFETY (BASIC)
AT52,R&D- OTHER TRANSPORTATION: PIPELINE SAFETY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AT53,PIPELINE SAFETY (ADVANCED)
AT54,R&D- OTHER TRANSPORTATION: PIPELINE SAFETY (ENGINEERING DEVELOPMENT)
AT55,R&D- OTHER TRANSPORTATION: PIPELINE SAFETY (OPERATIONAL SYSTEMS DEVELOPMENT)
AT56,R&D-TRANS-PIPELINE SAFETY-MGMT SUP
AT57,R&D- OTHER TRANSPORTATION: PIPELINE SAFETY (COMMERCIALIZED)
AT60,R&D-TRANS-TRAFFIC MGT
AT61,R&D- OTHER TRANSPORTATION: TRAFFIC MANAGEMENT (BASIC RESEARCH)
AT62,R&D-TRANS-TRAFFIC MGT-A RES/EXPL DE
AT63,R&D- OTHER TRANSPORTATION: TRAFFIC MANAGEMENT (ADVANCED DEVELOPMENT)
AT64,R&D- OTHER TRANSPORTATION: TRAFFIC MANAGEMENT (ENGINEERING DEVELOPMENT)
AT65,TRAFFIC MANAGEMENT (OPERATIONAL)
AT66,R&D- OTHER TRANSPORTATION: TRAFFIC MANAGEMENT (MANAGEMENT/SUPPORT)
AT67,R&D-TRANS-TRAFFIC MGT-COMERCLIZ
AT70,R&D-TRANS-TUNNELS
AT71,R&D-TRANS-TUNNELS-B RES
AT72,R&D-TRANS-TUNNELS-A RES/EXPL DEV
AT73,R&D- OTHER TRANSPORTATION: TUNNELS AND OTHER SUBSURFACE STRUCTURES (ADVANCED DEVELOPMENT)
AT74,R&D-TRANS-TUNNELS-ENG DEV
AT75,R&D- OTHER TRANSPORTATION: TUNNELS AND OTHER SUBSURFACE STRUCTURES (OPERATIONAL SYSTEMS DEVELOPMENT)
AT76,R&D-TRANS-TUNNELS-MGMT SUP
AT77,R&D- OTHER TRANSPORTATION: TUNNELS AND OTHER SUBSURFACE STRUCTURES (COMMERCIALIZED)
AT81,R&D- OTHER TRANSPORTATION: TRANSPORTING HAZARDOUS MATERIALS (BASIC RESEARCH)
AT82,R&D- OTHER TRANSPORTATION: TRANSPORTING HAZ MAT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AT83,R&D-TRANS OF HAZARD MAT-ADV DEV
AT84,R&D- OTHER TRANSPORTATION: TRANSPORTING HAZARDOUS MATERIALS (ENGINEERING DEVELOPMENT)
AT85,R&D- OTHER TRANSPORTATION: TRANSPORTING HAZARDOUS MATERIALS (OPERATIONAL SYSTEMS DEVELOPMENT)
AT86,R&D- OTHER TRANSPORTATION: TRANSPORTING HAZARDOUS MATERIALS (MANAGEMENT/SUPPORT)
AT87,R&D- OTHER TRANSPORTATION: TRANSPORTING HAZARDOUS MATS (COMMERCIALIZED)
AT90,R&D-OTHER GENERAL TRANS
AT91,R&D-OTHER GENERAL TRANS-B RES
AT92,R&D-OTHER GENERAL TRANS-A RES/EXPL
AT93,R&D- OTHER TRANSPORTATION: OTHER GENERAL (ADVANCED DEVELOPMENT)
AT94,R&D-OTHER GENERAL TRANS-ENG DEV
AT95,R&D- OTHER TRANSPORTATION: OTHER GENERAL (OPERATIONAL SYSTEMS DEVELOPMENT)
AT96,R&D- OTHER TRANSPORTATION: OTHER GENERAL (MANAGEMENT/SUPPORT)
AT97,R&D- OTHER TRANSPORTATION: OTHER GENERAL (COMMERCIALIZED)
AU10,R&D-TRANS OF HAZARD MAT
AU11,R&D-TRANS OF HAZARD MAT-RESEARCH
AU12,R&D-TRANS OF HAZARD MAT-EXPL DEV
AU13,R&D-TRANS OF HAZARD MAT-ADV DEV
AU14,R&D-TRANS OF HAZARD MAT-ENG DEV
AU15,R&D-TRANS OF HAZARD MAT-OPSY DEV
AU16,R&D-TRANS OF HAZARD MAT-MGMT SUP
AU17,R&D-TRANS OF HAZARD MAT-COMERCLIZ
AU90,R&D-OTHER COMMODITY TRANS
AU91,R&D-OTHER COMMODITY TRANS-RESEARCH
AU92,R&D-OTHER COMMODITY TRANS-EXPL DEV
AU93,R&D-OTHER COMMODITY TRANS-ADV DEV
AU94,R&D-OTHER COMMODITY TRANS-ENG DEV
AU95,R&D-OTHER COMMODITY TRANS-OPSY DEV
AU96,R&D-OTHER COMMODITY TRANS-MGMT SUP
AU97,R&D-OTHER COMMODITY TRANS-COMERCLIZ
AV10,R&D-SUBSURFACE MINING EQ
AV11,SUBSURFACE MINING EQUIPMENT (BASIC)
AV12,R&D-SUBSURFACE MINING EQ-A RES/EXPL
AV13,R&D-SUBSURFACE MINING EQ-ADV DEV
AV14,R&D-SUBSURFACE MINING EQ-ENG DEV
AV15,R&D- MINING: SUBSURFACE MINING EQUIPMENT (OPERATIONAL SYSTEMS DEVELOPMENT)
AV16,R&D- MINING: SUBSURFACE MINING EQUIPMENT (MANAGEMENT/SUPPORT)
AV17,R&D-SUBSURFACE MINING EQ-COMERCLIZ
AV20,R&D-SURFACE MINING EQ
AV21,SURFACE MINING EQUIPMENT (BASIC)
AV22,R&D-SURFACE MINING EQ-A RES/EXPL DE
AV23,SURFACE MINING EQUIPMENT (ADVANCED)
AV24,R&D-SURFACE MINING EQ-ENG DEV
AV25,R&D- MINING: SURFACE MINING EQUIPMENT (OPERATIONAL SYSTEMS DEVELOPMENT)
AV26,R&D- MINING: SURFACE MINING EQUIPMENT (MANAGEMENT/SUPPORT)
AV27,R&D- MINING: SURFACE MINING EQUIPMENT (COMMERCIALIZED)
AV30,R&D-SUBSURF MINING METHS
AV31,R&D- MINING: SUBSURFACE MINING METHODS (BASIC RESEARCH)
AV32,R&D-SUBSURF MINING METHS-A RES/EXPL
AV33,R&D-SUBSURF MINING METHS-ADV DEV
AV34,R&D- MINING: SUBSURFACE MINING METHODS (ENGINEERING DEVELOPMENT)
AV35,R&D- MINING: SUBSURFACE MINING METHODS (OPERATIONAL SYSTEMS DEVELOPMENT)
AV36,R&D- MINING: SUBSURFACE MINING METHODS (MANAGEMENT/SUPPORT)
AV37,R&D-SUBSURF MINING METHS-COMERCLIZ
AV40,R&D-SURFACE MINING METHS
AV41,SURFACE MINING METHODS (BASIC)
AV42,R&D-SURFACE MINING METHS-A RES/EXPL
AV43,SURFACE MINING METHODS (ADVANCED)
AV44,R&D-SURFACE MINING METHS-ENG DEV
AV45,R&D- MINING: SURFACE MINING METHODS (OPERATIONAL SYSTEMS DEVELOPMENT)
AV46,R&D-SURFACE MINING METHS-MGMT SUP
AV47,R&D- MINING: SURFACE MINING METHODS (COMMERCIALIZED)
AV50,R&D-MINING RECLAM METHS
AV51,R&D- MINING: MINING RECLAMATION METHODS (BASIC RESEARCH)
AV52,R&D-MINING RECLAM METHS-A RES/EXPL
AV53,R&D-MINING RECLAM METHS-ADV DEV
AV54,R&D-MINING RECLAM METHS-ENG DEV
AV55,R&D-MINING RECLAM METHS-OPSY DEV
AV56,R&D- MINING: MINING RECLAMATION METHODS (MANAGEMENT/SUPPORT)
AV57,R&D-MINING RECLAM METHS-COMERCLIZ
AV60,R&D-MINING SAFETY
AV61,R&D- MINING: MINING SAFETY (BASIC RESEARCH)
AV62,MINING SAFETY (APPLIED/EXPLORATORY)
AV63,R&D- MINING: MINING SAFETY (ADVANCED DEVELOPMENT)
AV64,R&D- MINING: MINING SAFETY (ENGINEERING DEVELOPMENT)
AV65,MINING SAFETY (OPERATIONAL)
AV66,MINING SAFETY (MANAGEMENT/SUPPORT)
AV67,R&D- MINING: MINING SAFETY (COMMERCIALIZED)
AV70,R&D-MINING-METALLURGICAL
AV71,R&D- MINING: METALLURGICAL (BASIC RESEARCH)
AV72,METALLURGICAL (APPLIED/EXPLORATORY)
AV73,R&D- MINING: METALLURGICAL (ADVANCED DEVELOPMENT)
AV74,METALLURGICAL (ENGINEERING)
AV75,R&D- MINING: METALLURGICAL (OPERATIONAL SYSTEMS DEVELOPMENT)
AV76,METALLURGICAL (MANAGEMENT/SUPPORT)
AV77,R&D-MINING-METALLURGICAL-COMERCLIZ
AV90,R&D-OTHER MINING ACTIV
AV91,R&D- MINING: OTHER MINING ACTIVITIES (BASIC RESEARCH)
AV92,R&D-OTHER MINING ACTIV-A RES/EXPL D
AV93,OTHER MINING ACTIVITIES (ADVANCED)
AV94,R&D-OTHER MINING ACTIV-ENG DEV
AV95,R&D- MINING: OTHER MINING ACTIVITIES (OPERATIONAL SYSTEMS DEVELOPMENT)
AV96,R&D-OTHER MINING ACTIV-MGMT SUP
AV97,R&D- MINING: OTHER MINING ACTIVITIES (COMMERCIALIZED)
AZ10,R&D-OTHER R & D
AZ11,R&D-OTHER R & D-B RES
AZ12,R&D- OTHER RESEARCH AND DEVELOPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AZ13,R&D- OTHER RESEARCH AND DEVELOPMENT (ADVANCED DEVELOPMENT)
AZ14,R&D-OTHER R & D-ENG DEV
AZ15,R&D- OTHER RESEARCH AND DEVELOPMENT (OPERATIONAL SYSTEMS DEVELOPMENT)
AZ16,R&D-OTHER R & D-MGMT SUP
AZ17,R&D-OTHER R & D-COMERCLIZ
B502,SPECIAL STUDIES/ANALYSIS- AIR QUALITY
B503,STUDY/ARCHEOLOGICAL-PALEONTOLOGICAL
B504,STUDY/CHEMICAL-BIOLOGICAL
B505,COST BENEFIT ANALYSIS
B506,SPECIAL STUDIES/ANALYSIS- DATA (OTHER THAN SCIENTIFIC)
B507,ECONOMIC STUDIES
B509,SPECIAL STUDIES/ANALYSIS- ENDANGERED SPECIES: PLANT/ANIMAL
B510,SPECIAL STUDIES/ANALYSIS- ENVIRONMENTAL ASSESSMENTS
B513,SPECIAL STUDIES/ANALYSIS- FEASIBILITY (NON-CONSTRUCTION)
B516,SPECIAL STUDIES/ANALYSIS- ANIMAL/FISHERIES
B517,SPECIAL STUDIES/ANALYSIS- GEOLOGICAL
B518,SPECIAL STUDIES/ANALYSIS- GEOPHYSICAL
B519,GEOTECHNICAL STUDIES
B520,GRAZING/RANGE STUDIES
B521,SPECIAL STUDIES/ANALYSIS- HISTORICAL
B522,LEGAL STUDIES
B524,SPECIAL STUDIES/ANALYSIS- MATHEMATICAL/STATISTICAL
B525,SPECIAL STUDIES/ANALYSIS- NATURAL RESOURCE
B526,SPECIAL STUDIES/ANALYSIS- OCEANOLOGICAL
B527,SPECIAL STUDIES/ANALYSIS- RECREATION
B528,REGULATORY STUDIES
B529,SPECIAL STUDIES/ANALYSIS- SCIENTIFIC DATA
B530,SEISMOLOGICAL STUDIES
B532,SOIL STUDIES
B533,WATER QUALITY STUDIES
B534,WILDLIFE STUDIES
B537,MEDICAL AND HEALTH STUDIES
B538,SPECIAL STUDIES/ANALYSIS- INTELLIGENCE
B539,AERONAUTIC/SPACE STUDIES
B540,SPECIAL STUDIES/ANALYSIS- BUILDING TECHNOLOGY
B541,SPECIAL STUDIES/ANALYSIS- DEFENSE
B542,SPECIAL STUDIES/ANALYSIS- EDUCATIONAL
B543,SPECIAL STUDIES/ANALYSIS- ENERGY
B544,TECHNOLOGY STUDIES
B545,STUDY/HOUSING AND COMMUNITY DEVELOP
B546,SPECIAL STUDIES/ANALYSIS- SECURITY (PHYSICAL/PERSONAL)
B547,SPECIAL STUDIES/ANALYSIS- ACCOUNTING/FINANCIAL MANAGEMENT
B548,TRADE ISSUE STUDIES
B549,STUDY/FOREIGN & NAT'L SECURITY POL
B550,SPECIAL STUDIES/ANALYSIS- ORGANIZATION/ADMINISTRATIVE/PERSONNEL
B551,SPECIAL STUDIES/ANALYSIS- MOBILIZATION/PREPAREDNESS
B552,MANPOWER STUDIES
B553,SPECIAL STUDIES/ANALYSIS- COMMUNICATIONS
B554,STUDY/ACQUISITION POLICY/PROCEDURES
B555,ELDERLY/HANDICAPPED STUDIES
B599,OTHER SPECIAL STUDIES AND Analysis
C111,BLDGS & FAC / ADMIN & SVC BLDGS
C112,"BLDGS & FAC / AIRFIELD, COM & MSL F"
C113,EDUCATIONAL BUILDINGS
C114,HOSPITAL BUILDINGS
C115,INDUSTRIAL BUILDINGS
C116,RESIDENTIAL BUILDINGS
C117,WAREHOUSE BUILDINGS
C118,RESEARCH AND DEVELOPMENT FACILITIES
C119,OTHER BUILDINGS
C121,CONSERVATION AND DEVELOPMENT
C122,"HIGHWAY, ROADS, STREETS, BRIDGES, A"
C123,ELECTRIC POWER GENERATION (EPG)
C124,UTILITIES
C129,OTHER NON-BUILDING STRUCTURES
C130,RESTORATION
C1AA,ARCHITECT AND ENGINEERING- CONSTRUCTION: OFFICE BUILDINGS
C1AB,ARCHITECT AND ENGINEERING- CONSTRUCTION: CONFERENCE SPACE AND FACILITIES
C1AZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER ADMINISTRATIVE FACILITIES/SERVICE BUILDINGS
C1BA,ARCHITECT AND ENGINEERING- CONSTRUCTION: AIR TRAFFIC CONTROL TOWERS
C1BB,ARCHITECT AND ENGINEERING- CONSTRUCTION: AIR TRAFFIC CONTROL TRAINING FACILITIES
C1BC,ARCHITECT AND ENGINEERING- CONSTRUCTION: RADAR AND NAVIGATIONAL FACILITIES
C1BD,ARCHITECT AND ENGINEERING- CONSTRUCTION: AIRPORT RUNWAYS AND TAXIWAYS
C1BE,ARCHITECT AND ENGINEERING- CONSTRUCTION: AIRPORT TERMINALS
C1BF,ARCHITECT AND ENGINEERING- CONSTRUCTION: MISSILE SYSTEM FACILITIES
C1BG,ARCHITECT AND ENGINEERING- CONSTRUCTION: ELECTRONIC AND COMMUNICATIONS FACILITIES
C1BZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER AIRFIELD STRUCTURES
C1CA,ARCHITECT AND ENGINEERING- CONSTRUCTION: SCHOOLS
C1CZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER EDUCATIONAL BUILDINGS
C1DA,ARCHITECT AND ENGINEERING- CONSTRUCTION: HOSPITALS AND INFIRMARIES
C1DB,ARCHITECT AND ENGINEERING- CONSTRUCTION: LABORATORIES AND CLINICS
C1DZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER HOSPITAL BUILDINGS
C1EA,ARCHITECT AND ENGINEERING- CONSTRUCTION: AMMUNITION FACILITIES
C1EB,ARCHITECT AND ENGINEERING- CONSTRUCTION: MAINTENANCE BUILDINGS
C1EC,ARCHITECT AND ENGINEERING- CONSTRUCTION: PRODUCTION BUILDINGS
C1ED,ARCHITECT AND ENGINEERING- CONSTRUCTION: SHIP CONSTRUCTION AND REPAIR FACILITIES
C1EE,ARCHITECT AND ENGINEERING- CONSTRUCTION: TANK AUTOMOTIVE FACILITIES
C1EZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER INDUSTRIAL BUILDINGS
C1FA,ARCHITECT AND ENGINEERING- CONSTRUCTION: FAMILY HOUSING FACILITIES
C1FB,ARCHITECT AND ENGINEERING- CONSTRUCTION: RECREATIONAL BUILDINGS
C1FC,ARCHITECT AND ENGINEERING- CONSTRUCTION: TROOP HOUSING FACILITIES
C1FD,ARCHITECT AND ENGINEERING- CONSTRUCTION: DINING FACILITIES
C1FE,ARCHITECT AND ENGINEERING- CONSTRUCTION: RELIGIOUS FACILITIES
C1FF,ARCHITECT AND ENGINEERING- CONSTRUCTION: PENAL FACILITIES
C1FZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER RESIDENTIAL BUILDINGS
C1GA,ARCHITECT AND ENGINEERING- CONSTRUCTION: AMMUNITION STORAGE BUILDINGS
C1GB,ARCHITECT AND ENGINEERING- CONSTRUCTION: FOOD OR GRAIN STORAGE BUILDINGS
C1GC,ARCHITECT AND ENGINEERING- CONSTRUCTION: FUEL STORAGE BUILDINGS
C1GD,ARCHITECT AND ENGINEERING- CONSTRUCTION: OPEN STORAGE FACILITIES
C1GZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER WAREHOUSE BUILDINGS
C1HA,ARCHITECT AND ENGINEERING- CONSTRUCTION: GOVERNMENT-OWNED CONTRACTOR-OPERATED (GOCO) R&D FACS
C1HB,ARCHITECT AND ENGINEERING- CONSTRUCTION: GOVERNMENT-OWNED GOVERNMENT-OPERATED (GOGO) R&D FACS
C1HC,ARCHITECT AND ENGINEERING- CONSTRUCTION: GOVT-OWNED CTR-OPERATED (GOCO) ENVIRONMENTAL LABORATORIES
C1HZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: GOVT-OWNED GOVT-OPERATED (GOGO) ENVIRONMENTAL LABORATORIES
C1JA,ARCHITECT AND ENGINEERING- CONSTRUCTION: MUSEUMS AND EXHIBITION BUILDINGS
C1JB,ARCHITECT AND ENGINEERING- CONSTRUCTION: TESTING AND MEASUREMENT BUILDINGS
C1JZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: MISCELLANEOUS BUILDINGS
C1KA,ARCHITECT AND ENGINEERING- CONSTRUCTION: DAMS
C1KB,ARCHITECT AND ENGINEERING- CONSTRUCTION: CANALS
C1KC,ARCHITECT AND ENGINEERING- CONSTRUCTION: MINE FIRE CONTROL FACILITIES
C1KD,ARCHITECT AND ENGINEERING- CONSTRUCTION: MINE SUBSIDENCE CONTROL FACILITIES
C1KE,ARCHITECT AND ENGINEERING- CONSTRUCTION: SURFACE MINE RECLAMATION FACILITIES
C1KF,ARCHITECT AND ENGINEERING- CONSTRUCTION: DREDGING FACILITIES
C1KZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER CONSERVATION AND DEVELOPMENT FACILITIES
C1LA,ARCHITECT AND ENGINEERING- CONSTRUCTION: AIRPORT SERVICE ROADS
C1LB,"ARCHITECT AND ENGINEERING- CONSTRUCTION: HIGHWAYS, ROADS, STREETS, BRIDGES, AND RAILWAYS"
C1LC,ARCHITECT AND ENGINEERING- CONSTRUCTION: TUNNELS AND SUBSURFACE STRUCTURES
C1LZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: PARKING FACILITIES
C1MA,ARCHITECT AND ENGINEERING- CONSTRUCTION: EPG FACILITIES - COAL
C1MB,ARCHITECT AND ENGINEERING- CONSTRUCTION: EPG FACILITIES - GAS
C1MC,ARCHITECT AND ENGINEERING- CONSTRUCTION: EPG FACILITIES - GEOTHERMAL
C1MD,ARCHITECT AND ENGINEERING- CONSTRUCTION: EPG FACILITIES - HYDRO
C1ME,ARCHITECT AND ENGINEERING- CONSTRUCTION: EPG FACILITIES - NUCLEAR
C1MF,ARCHITECT AND ENGINEERING- CONSTRUCTION: EPG FACILITIES - PETROLEUM
C1MG,ARCHITECT AND ENGINEERING- CONSTRUCTION: EPG FACILITIES - SOLAR
C1MH,ARCHITECT AND ENGINEERING- CONSTRUCTION: EPG FACILITIES - WIND
C1MZ,"ARCHITECT AND ENGINEERING- CONSTRUCTION: EPG FACILITIES - OTHER, INCLUDING TRANSMISSION"
C1NA,ARCHITECT AND ENGINEERING- CONSTRUCTION: FUEL SUPPLY FACILITIES
C1NB,ARCHITECT AND ENGINEERING- CONSTRUCTION: HEATING AND COOLING PLANTS
C1NC,ARCHITECT AND ENGINEERING- CONSTRUCTION: POLLUTION ABATEMENT AND CONTROL FACILITIES
C1ND,ARCHITECT AND ENGINEERING- CONSTRUCTION: SEWAGE AND WASTE FACILITIES
C1NE,ARCHITECT AND ENGINEERING- CONSTRUCTION: WATER SUPPLY FACILITIES
C1NZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER UTILITIES
C1PA,ARCHITECT AND ENGINEERING- CONSTRUCTION: RECREATIONAL FACILITIES (NON-BUILDING)
C1PB,ARCHITECT AND ENGINEERING- CONSTRUCTION: EXHIBIT DESIGN (NON-BUILDING)
C1PC,ARCHITECT AND ENGINEERING- CONSTRUCTION: UNIMPROVED REAL PROPERTY (LAND)
C1PD,ARCHITECT AND ENGINEERING- CONSTRUCTION: WASTE TREATMENT AND STORAGE FACILITIES
C1PZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER NON-BUILDING FACILITIES
C1QA,ARCHITECT AND ENGINEERING- CONSTRUCTION: RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE)
C200,ARCHITECT AND ENGINEERING- CONSTRUCTION
C211,"ARCHITECT AND ENGINEERING- GENERAL: LANDSCAPING, INTERIOR LAYOUT, AND DESIGNING"
C212,"ARCHITECT AND ENGINEERING- GENERAL: ENGINEERING DRAFTING, NOT CAD/CAM"
C213,ARCHITECT AND ENGINEERING- GENERAL: INSPECTION (NON-CONSTRUCTION)
C214,ARCHITECT AND ENGINEERING- GENERAL: MANAGEMENT ENGINEERING
C215,A/E PROD ENG SVCS (INCL DESIGN-CONT
C216,A/E - MARINE ENGINEERING
C217,A/E - MAPPING
C218,A/E - SURVEYING
C219,ARCHITECT AND ENGINEERING- GENERAL: OTHER
C220,ARCHITECT AND ENGINEERING- GENERAL: STRUCTURAL ENGINEERING
